,,,,,,,,,,,
Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective October 1, 2007 through December 31, 2007",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q07 ASP data. ,,,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of a payment",,,,,,,,,,,
allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local Medicare contractor,,,,,,,,,,,
processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Infusion AWP%,DME Infusion Limit,Blood AWP%,Blood Limit,Notes,
90371,"Hep b ig, im",1 ML,$122.440,,,,,,,revised 01/01/08,
90375,"Rabies ig, im/sc",150 IU,$68.867,,,,,,,,
90376,"Rabies ig, heat treated",150 IU,$72.371,,,,,,,,
90385,"Rh ig, minidose, im",50 MCG,$9.563,,,,,,,,
90585,"Bcg vaccine, percut",50 MG,$120.112,,,,,,,,
90586,"Bcg vaccine, intravesical",1 EACH,$114.838,,,,,,,
90632,"Hep a vaccine, adult im",1 ML,$43.495,,,,,,,revised 04/01/08
90633,"Hep a vacc, ped/adol, 2 dose",1 ML,$25.297,,,,,,,revised 04/01/08
90645,"Hib vaccine, hboc, im",1 EACH,$21.366,,,,,,,revised 04/01/08
90647,"Hib vaccine, prp-omp, im",0.5 ML,$21.366,,,,,,,revised 04/01/08
90648,"Hib vaccine, prp-t, im",0.5 ML,$21.782,,,,,,,
90655,"Flu vaccine no preserv 6-35m, im",0.25 ML,$16.109,95%,$16.109,,,,,revised 09/18/07
90656,"Flu vaccine no preserv 3 yo & >, im",0.50 ML,$17.366,95%,$17.366,,,,,revised 09/18/07
90657,"Flu vaccine, 6-35 mo, im",0.25 ML,$6.609,95%,$6.609,,,,,revised 09/18/07
90658,"Flu vaccine age 3 yo & over, im",0.5 ML,$13.218,95%,$13.218,,,,,revised 09/18/07
90660,"Flu vaccine, nasal",0.5 ML,$22.031,95%,$22.031,,,,,revised 01/01/08
90669,"Pneumococcal vacc, ped <5, IM",0.5 ML,$78.803,95%,$78.803,,,,,
90675,"Rabies vaccine, im",1 ML,$154.276,,,,,,,revised 04/01/08
90691,"Typhoid vaccine, im",0.5 ML,$56.689,,,,,,,
90700,"Dtap vaccine, < 7 yo, im",0.5 ML,$31.083,,,,,,,
90702,"Dt vaccine < 7 yo, im",0.5 ML,$20.288,,,,,,,
90703,"Tetanus vaccine, im",0.5 ML,$20.247,,,,,,,
90704,"Mumps vaccine, sc",0.5 ML,$21.309,,,,,,,revised 04/01/08
90705,"Measles vaccine, sc",0.5 ML,$16.291,,,,,,,revised 04/01/08
90706,"Rubella vaccine, sc",0.5 ML,$17.954,,,,,,,revised 04/01/08
90707,"Mmr vaccine, sc",0.5 ML,$43.111,,,,,,,revised 04/01/08
90713,"Poliovirus, ipv, sc/im",0.5 ML,$26.122,,,,,,,
90714,"Td vaccine no prsrv >/= 7 yo, im",0.5 ML,$19.430,,,,,,,
90715,"Tdap => 7 yo, im",0.5 ML,$35.171,,,,,,,
90716,"Chicken pox vaccine, sc",0.5 ML,$74.874,,,,,,,revised 04/01/08
90717,"Yellow fever vaccine, sc",0.5 ML,$56.072,,,,,,,
90718,"Td vaccine >/= 7 yo, im",0.5 ML,$13.220,,,,,,,
90721,"Dtap/hib vaccine, im",1 EACH,$42.886,,,,,,,
90732,Pneumococcal vaccine,0.5 ML,$29.730,95%,$29.730,,,,,
90733,"Meningococcal vaccine, sc",0.5 ML,$86.100,,,,,,,
90735,"Encephalitis vaccine, sc",1 ML,$99.106,,,,,,,
90740,"Hepb vacc, ill pat 3 dose im",40 MCG,$114.513,95%,$114.513,,,,,
90743,"Hep b vacc, adol, 2 dose, im",1 DOSE,$24.360,95%,$24.360,,,,,
90744,Hepb vacc ped/adol 3 dose im,1 DOSE,$24.360,95%,$24.360,,,,,
90746,"Hep b vaccine, adult, im",20 MCG,$57.257,95%,$57.257,,,,,
90747,"Hepb vacc, ill pat 4 dose im",40 MCG,$114.521,95%,$114.521,,,,,
J0129,"Abatacept, inj",10 MG,$18.688,,,,,,,
J0130,Abciximab injection,10 MG,$424.170,,,,,,,
J0132,Acetylcysteine injection,100 MG,$2.112,,,,,,,
J0133,Acyclovir injection,5 MG,$0.024,,,,,,,
J0135,Adalimumab injection,20 MG,$332.717,,,,,,,
J0150,Injection adenosine 6 MG,6 MG,$25.341,,,,,,,
J0152,Adenosine injection,30 MG,$68.534,,,,,,,
J0170,Adrenalin epinephrin inject,1 ML,$0.972,,,,,,,
J0180,Agalsidase beta injection,1 MG,$127.198,,,,,,,
J0205,Alglucerase injection,10 UNITS,$39.220,,,,,,,
J0207,Amifostine,500 MG,$495.603,,,,,,,
J0210,Methyldopate hcl injection,250 MG,$13.169,,,,,,,
J0215,Alefacept,0.5 MG,$26.720,,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,$3.316,,,,,,,
J0270,Alprostadil for injection,1.25 MCG,$1.832,,,,,,,
J0275,Alprostadil urethral suppos,125 MCG,$23.778,,,,,,,
J0278,Amikacin sulfate injection,100 MG,$1.088,,,,,,,
J0280,Aminophyllin 250 MG inj,250 MG,$0.427,,,,,,,
J0282,Amiodarone HCl,30 MG,$0.195,,,,,,,
J0285,Amphotericin B,50 MG,$9.455,,,95%,$10.280,,,
J0287,Amphotericin b lipid complex,10 MG,$10.500,,,95%,$21.850,,,
J0288,Ampho b cholesteryl sulfate,10 MG,$12.000,,,95%,$15.200,,,
J0289,Amphotericin b liposome inj,10 MG,$16.369,,,95%,$35.800,,,
J0290,Ampicillin 500 MG inj,500 MG,$2.365,,,,,,,
